name,priceRange,rating,reviewCount,postCode,Latitude,Longitude_x,Weekly orders,value
Wok-Man,$,3.0,43,28029.0,40.479832200000004,-3.7070230000000004,101,129.0
La Granja,,2.5,4,28004.0,40.426520000000004,-3.703783,2,10.0
Maki,,3.0,4,28050.0,40.5094465,-3.6772985,37,12.0
Moto Chueca,$,2.5,2,28004.0,40.420275200000006,-3.6987578,3,5.0
Fosters Hollywood,$,3.0,89,28002.0,40.449048299999994,-3.6669584000000004,26,267.0
Cerveceria La Moderna,$$ - $$$,3.0,8,28012.0,40.4143915,-3.7011065000000003,34,24.0
Caffe It,,2.5,3,28020.0,40.455225399999996,-3.6940872000000002,1,7.5
Donghao,,2.5,2,28007.0,40.400084,-3.6689257000000004,6,5.0
Meson Riano,$$ - $$$,3.0,6,28022.0,40.433274100000006,-3.6110775999999998,3,18.0
4D Caffetteria,$$ - $$$,3.0,148,28005.0,40.414176899999994,-3.7079546999999997,1,444.0
La Botellita Verde,,2.0,1,28022.0,40.4460412,-3.5890246,5,2.0
KFC Islazul,,3.0,9,28054.0,40.363375899999994,-3.7389514999999998,42,27.0
Crusto Bakery Padre Damian,$$ - $$$,3.0,73,28036.0,40.457542600000004,-3.686082,7,219.0
Goiko Grill,,2.5,3,28020.0,40.45711,-3.6991339,51,7.5
Kruger,$$ - $$$,3.0,99,28008.0,40.4248954,-3.7129334000000003,7,297.0
El Rincon de Chana,,2.5,2,28022.0,40.4220404,-3.6068772000000004,2,5.0
La Fabrica,$$ - $$$,3.0,14,28051.0,40.3690139,-3.5990357000000004,50,42.0
Restaurante Flunch - La Vaguada,$,3.0,42,28029.0,40.4800101,-3.7074566,22,126.0
Cardena,$$ - $$$,3.5,121,28012.0,40.4145132,-3.7026647000000006,2,423.5
Pizza EmPoRio,$$ - $$$,3.0,190,,40.4289468,-3.6875354,462,570.0
Ribs CC La Gavia,$$ - $$$,3.0,105,28051.0,40.3690139,-3.5990357000000004,50,315.0
Restaurante 3b,$$ - $$$,3.5,20,28027.0,40.4403368,-3.6301064,4,70.0
Sushiwakka,$,3.0,31,28008.0,40.4223235,-3.7227824999999997,3,93.0
La Ma mona,,2.5,3,28023.0,40.4650446,-3.7864239,6,7.5
La Lonja de Valdemarin,$$ - $$$,2.0,1,28023.0,40.467386700000006,-3.7941092000000003,1,2.0
Stop & Go,,2.5,3,28005.0,40.414721,-3.7079779999999998,4,7.5
Restaurante El Valle Hermoso,,3.0,4,28001.0,40.4257494,-3.6889138999999997,36,12.0
Pizzeria Roberto,,3.0,4,28045.0,40.390603999999996,-3.6936667,3,12.0
Panacea Madrid,,2.5,3,28001.0,40.4285275,-3.6875762,4,7.5
Sushi Mix Oficial,$$ - $$$,2.5,3,28015.0,40.4332924,-3.7101998,321,7.5
KFC Principe Pio,$,3.0,18,28008.0,40.422140899999995,-3.7206155,10,54.0
Too Much Food & Drinks,,2.5,3,28004.0,40.4224033,-3.6955637,27,7.5
Tates chamartin,,2.0,1,28002.0,40.4486023,-3.6727943,2,2.0
Bus Station,$$ - $$$,3.5,196,28521.0,40.337235799999995,-3.525936,22,686.0
O mamma mia mendez Alvaro,$$ - $$$,3.0,27,28045.0,40.3950656,-3.6756276,9,81.0
Tsunami assai,$$ - $$$,3.0,20,28003.0,40.439170700000005,-3.700165,6,60.0
La Pasion,$$ - $$$,3.0,31,,40.422825700000004,-3.7105877,10,93.0
Jaleo,$$ - $$$,3.0,93,28013.0,40.4167166,-3.7050678,15,279.0
Riazor,$$ - $$$,3.0,198,28005.0,40.41419929999999,-3.7073497000000004,292,594.0
