name,priceRange,rating,reviewCount,address,postCode,locality,url
Sazon Arte,$$ - $$$,5.0,254,Calle Menorca 19,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d7285433-Reviews-Sazon_Arte-Madrid.html
Restaurante Nuevo Horno de Santa Teresa,$$ - $$$,4.5,653,Calle Santa Teresa 8,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d1953725-Reviews-Restaurante_Nuevo_Horno_de_Santa_Teresa-Madrid.html
Casa Lolea Madrid,$$ - $$$,4.5,432,Calle de la Libertad 26,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17413088-Reviews-Casa_Lolea_Madrid-Madrid.html
Vinitus Gran Via Madrid,$$ - $$$,5.0,288,Calle Gran Via 4,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17815480-Reviews-Vinitus_Gran_Via_Madrid-Madrid.html
El Tormo,$$ - $$$,5.0,176,Travesia Vistillas 13,28005,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d697567-Reviews-El_Tormo-Madrid.html
Bombardino Cafe,$$ - $$$,5.0,339,Calle Salitre 2,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10355629-Reviews-Bombardino_Cafe-Madrid.html
Zenith Brunch & Cocktails,$$ - $$$,4.5,764,Calle Valverde 28,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17340009-Reviews-Zenith_Brunch_Cocktails-Madrid.html
Meson Restaurante La Mi Venta,$$ - $$$,4.5,2543,Plaza Marina Espanola 7,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d1511527-Reviews-Meson_Restaurante_La_Mi_Venta-Madrid.html
Restaurante Etimo by Begona Fraire,$$$$,4.5,799,Calle Ayala 27 Barrio Salamanca,28001,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d13138415-Reviews-Restaurante_Etimo_by_Begona_Fraire-Madrid.html
Restaurante La Gaditana,$$ - $$$,4.5,932,Calle Fuente del Berro 23,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d5787470-Reviews-Restaurante_La_Gaditana-Madrid.html
Oven Mozzarella Bar Fuencarral,$$ - $$$,4.5,3403,Calle Fuencarral 74,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Bar_Fuencarral-Madrid.html
Malafemmena,$$ - $$$,4.5,442,Calle del Doctor Esquerdo 13,28028,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14976329-Reviews-Malafemmena-Madrid.html
Indian Aroma,$$ - $$$,4.5,727,Calle Ventura de La Vega 6,28014,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d1015592-Reviews-Indian_Aroma-Madrid.html
Salmon Guru,$$ - $$$,4.5,511,Calle Echegaray No 21,28014,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10731641-Reviews-Salmon_Guru-Madrid.html
MU! El Placer de la Carne,$$ - $$$,5.0,699,"Calle de la Victoria, 12",28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne-Madrid.html
El Gordo de Velazquez,$$ - $$$,3.5,547,Calle Velazquez 80 Calle Velazquez 80 esquina Ortega y Gasset,28001,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d7818396-Reviews-El_Gordo_de_Velazquez-Madrid.html
Lumbini Tandoori,$$ - $$$,5.0,150,"Aviador Zorita, 50 Near by Santiago Bernabéu",28020,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15239257-Reviews-Lumbini_Tandoori-Madrid.html
Inclan Brutal Bar,$$ - $$$,4.5,4578,Calle de Alvarez Gato 4,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html
Mu! El Placer De La Carne,$$ - $$$,4.5,2493,Calle Chinchilla 3,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d9455140-Reviews-Mu_El_Placer_De_La_Carne-Madrid.html
El Sur de Huertas,$$ - $$$,4.5,1617,Calle de las Huertas 24,28014,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14109792-Reviews-El_Sur_de_Huertas-Madrid.html
Toga,$$ - $$$,4.5,867,Calle Juanelo 23,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d11955452-Reviews-Toga-Madrid.html
Pampa Beef,$,4.5,761,Calle Principe 3,28014,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d4698301-Reviews-Pampa_Beef-Madrid.html
Burnout,$$ - $$$,4.5,1176,Calle Valverde 6,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d11953286-Reviews-Burnout-Madrid.html
Borax,$$ - $$$,4.5,357,Calle Pelayo 28,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d4282836-Reviews-Borax-Madrid.html
Los Desamparados,$$ - $$$,5.0,120,Costanilla Desamparados 21 Barrio de las letras,28014,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d16694553-Reviews-Los_Desamparados-Madrid.html
Fortuny Restaurant & Club,$$ - $$$,3.5,415,Calle Fortuny 34,28010,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d991837-Reviews-Fortuny_Restaurant_Club-Madrid.html
Davanti Food & Market,$$ - $$$,4.5,315,Calle de Augusto Figueroa 41,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14065122-Reviews-Davanti_Food_Market-Madrid.html
Taman,$$ - $$$,5.0,133,Calle de Alfonso VI 6,28005,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17431228-Reviews-Taman-Madrid.html
Fortuny Restaurant & Club,$$ - $$$,3.5,415,Calle Fortuny 34,28010,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d991837-Reviews-Fortuny_Restaurant_Club-Madrid.html
Empanadas Malvon Moncloa,$$ - $$$,5.0,489,Calle Hilarion Eslava 38 Moncloa,28015,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d11511433-Reviews-Empanadas_Malvon_Moncloa-Madrid.html
Restaurante Arroceria Puerta de Atocha,$$ - $$$,3.5,336,Calle Tortosa 10 Frente salida AVE a Mendez Alvaro,28045,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d1235635-Reviews-Restaurante_Arroceria_Puerta_de_Atocha-Madrid.html
Cacao Restobar,$$ - $$$,4.5,1550,Calle Moratin 19,28014,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10786717-Reviews-Cacao_Restobar-Madrid.html
GastroVia 61,$$ - $$$,4.5,1201,Calle de la Flor Baja 3 Hotel Mayorazgo,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d7622713-Reviews-GastroVia_61-Madrid.html
Sublime Dreams Food - Hernani,$$ - $$$,4.5,181,Calle Hernani 38,28020,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d16733876-Reviews-Sublime_Dreams_Food_Hernani-Madrid.html
Restaurante La Gaditana,$$ - $$$,4.5,932,Calle Fuente del Berro 23,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d5787470-Reviews-Restaurante_La_Gaditana-Madrid.html
Rosi La Loca,$$ - $$$,4.5,6607,Calle Cadiz 4,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d7204621-Reviews-Rosi_La_Loca-Madrid.html
Nacho Bravo,$,5.0,129,Paseo de las Delicias 139,28045,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15273626-Reviews-Nacho_Bravo-Madrid.html
Oven Mozzarella Bar,$$ - $$$,4.5,3419,Calle Gran Via 6,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d8735932-Reviews-Oven_Mozzarella_Bar-Madrid.html
La Piramide,$$ - $$$,4.5,198,Calle Xaudaro 2,28034,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d2002073-Reviews-La_Piramide-Madrid.html
Enklima,$$ - $$$,4.5,197,Calle Ferraz 36,28008,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d11870922-Reviews-Enklima-Madrid.html
Steakburger Atocha,$$ - $$$,4.5,2957,Calle Atocha 110,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d7225121-Reviews-Steakburger_Atocha-Madrid.html
La Levantera,$$ - $$$,5.0,407,Calle de Goya 113,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15328340-Reviews-La_Levantera-Madrid.html
Cherry Pecas,$,4.5,1082,Paseo de San Francisco de Sales 17,28003,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d8635064-Reviews-Cherry_Pecas-Madrid.html
El miniBAR,$,4.5,2256,Calle del Meson de Panos 1 cerca de Plaza Mayor,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d3688138-Reviews-El_miniBAR-Madrid.html
Taberna El Callejon,$$ - $$$,4.5,232,Travesia de Algemesi numero 7,28042,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14128953-Reviews-Taberna_El_Callejon-Madrid.html
Origen Taberna,$$ - $$$,4.5,1381,Calle Juan Alvarez Mendizabal 44,28008,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d6613386-Reviews-Origen_Taberna-Madrid.html
La Bistroteca,$$ - $$$,4.5,590,Calle Espartinas 7 Barrio Salamanca,28001,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d9879706-Reviews-La_Bistroteca-Madrid.html
Angelita Madrid,$$ - $$$,4.5,697,Calle Reina 4,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10159455-Reviews-Angelita_Madrid-Madrid.html
Andele Ponzano,$$ - $$$,5.0,122,Calle Raimundo Fernandez Villaverde 26,28003,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d21012227-Reviews-Andele_Ponzano-Madrid.html
The Market Madrid,$$ - $$$,4.5,463,Calle Principe de Vergara 202,28002,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d5780943-Reviews-The_Market_Madrid-Madrid.html
Amicis,$$ - $$$,4.5,817,Plaza del Conde de Miranda 4,28005,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12880799-Reviews-Amicis-Madrid.html
Sushi Yakuza,,4.0,9,Calle Narvaez 26,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d19876215-Reviews-Sushi_Yakuza-Madrid.html
LOS GRIFOS Craft Beers,$$ - $$$,4.5,219,Calle de Manuela Malasana 33,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d11506345-Reviews-LOS_GRIFOS_Craft_Beers-Madrid.html
Oven Mozzarella Bar Atocha,$$ - $$$,4.5,1472,Atocha 114,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12442637-Reviews-Oven_Mozzarella_Bar_Atocha-Madrid.html
Arbonaida Bar,$$ - $$$,4.5,140,Calle Santiago 11,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d9835057-Reviews-Arbonaida_Bar-Madrid.html
La Cabana Argentina,$$ - $$$,4.5,2128,Calle Ventura de la Vega 10,28014,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d796535-Reviews-La_Cabana_Argentina-Madrid.html
Mawey Taco Bar - Gran Via,$$ - $$$,4.5,284,Calle de San Bernardo 5 Local 2,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15873362-Reviews-Mawey_Taco_Bar_Gran_Via-Madrid.html
Nebak Jatetxea Madrid,$$$$,5.0,88,Calle Zorrilla 11,28014,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d19740783-Reviews-Nebak_Jatetxea_Madrid-Madrid.html
La Pizzateca,$,4.5,991,Calle Leon 35,28014,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d2086638-Reviews-La_Pizzateca-Madrid.html
Metro Bistro - Plaza Mayor,$$ - $$$,4.5,1729,Calle Imperial 3,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d6498928-Reviews-Metro_Bistro_Plaza_Mayor-Madrid.html
Bocadillos Oink,$,4.5,165,Calle Gran Via 22,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d8007972-Reviews-Bocadillos_Oink-Madrid.html
Kuoco 360 food,$$ - $$$,4.5,760,Calle de San Bartolome 14,28004,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html
Restaurante Saraiba,$$ - $$$,4.0,182,Calle Antonio Acuna 7,28009,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d8772729-Reviews-Restaurante_Saraiba-Madrid.html
Tacos & Tapas,$$ - $$$,4.5,711,Calle Redondilla 7 Barrio Palacio,28005,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html
Everest Tandoori Nepali-Indian Restaurant,$$ - $$$,4.5,945,Calle Pegaso no 13 Hortaleza,28043,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d9832154-Reviews-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html
KiraKira,$$$$,4.5,170,Calle Caracas 8,28010,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14142398-Reviews-KiraKira-Madrid.html
Casa Jaguar Madrid,$$ - $$$,4.5,641,Calle Canos del Peral 9,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10382291-Reviews-Casa_Jaguar_Madrid-Madrid.html
Valdivieso Cocina Con Alma,$$ - $$$,4.5,375,Calle Fray Luis de Leon 7,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d7355625-Reviews-Valdivieso_Cocina_Con_Alma-Madrid.html
La Taberna de Mister Pinkleton,$$ - $$$,4.5,884,Calle Cuchilleros 7,28005,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d3847118-Reviews-La_Taberna_de_Mister_Pinkleton-Madrid.html
Realcafe Bernabeu,$$ - $$$,3.5,1058,"Estadio Santiago Bernabeu Av. Concha Espina, no 1",28036,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d1884453-Reviews-Realcafe_Bernabeu-Madrid.html
Ablanedo,$$ - $$$,4.5,175,Calle Buen Suceso 14,28008,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d13113389-Reviews-Ablanedo-Madrid.html
Adrede,$$ - $$$,4.5,196,Calle de Juan de Mena 10 Esquina Con Alfonso XI. Entrada Por Alfonso XI. Alfonso XI,28014,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d3897393-Reviews-Adrede-Madrid.html
El Gordo de Velazquez,$$ - $$$,3.5,547,Calle Velazquez 80 Calle Velazquez 80 esquina Ortega y Gasset,28001,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d7818396-Reviews-El_Gordo_de_Velazquez-Madrid.html
Steak Burger Luchana,$$ - $$$,4.5,1173,Calle Luchana 17,28010,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d3599952-Reviews-Steak_Burger_Luchana-Madrid.html
Jack Percoca,$$ - $$$,4.5,280,Calle Conde Duque 14,28015,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10167023-Reviews-Jack_Percoca-Madrid.html
Coque,$$$$,4.5,349,Calle del Marques del Riscal 11 Servicio de Aparcacoches,28010,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d12864731-Reviews-Coque-Madrid.html
Camino Sacramento,$$ - $$$,4.5,253,Plaza Callao 2 Gourmet Experience Callao,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d15184967-Reviews-Camino_Sacramento-Madrid.html
El Sitio,$,4.5,222,"Fernandez de los Rios, 93",28015,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d7319219-Reviews-El_Sitio-Madrid.html
Restaurante La Malontina,$$ - $$$,4.5,2080,Calle Veronica 4,28014,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d1222048-Reviews-Restaurante_La_Malontina-Madrid.html
The Spanish Farm,$$ - $$$,4.5,425,Calle Espalter 5 Close to Museo del Prado and Jardin Botanico,28014,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10077266-Reviews-The_Spanish_Farm-Madrid.html
Gandario,$,4.5,546,Calle Gaztambide 28,28015,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d5616788-Reviews-Gandario-Madrid.html
Kausa Madrid,$$ - $$$,4.5,362,Calle Amor de Dios 9 Metro: Anton Martin,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14045953-Reviews-Kausa_Madrid-Madrid.html
Fortuny Restaurant & Club,$$ - $$$,3.5,415,Calle Fortuny 34,28010,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d991837-Reviews-Fortuny_Restaurant_Club-Madrid.html
Sabe a Gloria,$$ - $$$,4.5,593,Calle Huertas 53,28014,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d4225711-Reviews-Sabe_a_Gloria-Madrid.html
Ramon Freixa Madrid,$$$$,4.5,939,Calle Claudio Coello 67,28001,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d1810038-Reviews-Ramon_Freixa_Madrid-Madrid.html
Meson Molinero,$$ - $$$,4.5,341,Calle Alhambra 72,28047,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d990935-Reviews-Meson_Molinero-Madrid.html
Sushi Yakuza,$$ - $$$,3.5,27,Calle Jordan 7,28010,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d17815309-Reviews-Sushi_Yakuza-Madrid.html
SUKALDEA ATOTXA Madrid,$,4.5,173,Calle del Doctor Drumen 3,28012,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d14018841-Reviews-SUKALDEA_ATOTXA_Madrid-Madrid.html
Pizzeria Fratelli,$$ - $$$,4.5,262,Calle Quero 83-85 Bajo,28024,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10670751-Reviews-Pizzeria_Fratelli-Madrid.html
Lettera Trattoria Moderna,$$ - $$$,4.5,41,Calle de la Reina 20,28004,,https://www.tripadvisor.com/Restaurant_Review-g562642-d19738350-Reviews-Lettera_Trattoria_Moderna-Community_of_Madrid.html
Mercado Jamon Iberico,$$ - $$$,4.5,152,Calle Mayor 80,28013,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10758086-Reviews-Mercado_Jamon_Iberico-Madrid.html
